id,name,industry,city,website,phone,score,campaignReady
PROSP-0028,"Facturación en Línea Solutions",contabilidad,CDMX,,,65,true
PROSP-0029,"Despacho Contable Premium",contabilidad,CDMX,,,65,true
PROSP-0030,"Asesoría Fiscal Integral Corporativo",contabilidad,CDMX,,,65,true
PROSP-0031,"Cobranza del Norte",contabilidad,CDMX,,,65,true
PROSP-0032,"Consultores Fiscales Querétaro",contabilidad,CDMX,,,65,true
PROSP-0033,"Software del Centro",contabilidad,CDMX,,,65,true
PROSP-0034,"Plataforma Digital Cancún",contabilidad,CDMX,,,65,true
PROSP-0035,"Consultoría Integral Monterrey",contabilidad,CDMX,,,65,true
PROSP-0036,"Facturación en la Nube",contabilidad,CDMX,,,65,true
PROSP-0037,"Cloud Express",contabilidad,CDMX,,,65,true
PROSP-0038,"Facturación Electrónica Solutions",contabilidad,CDMX,,,65,true
PROSP-0039,"Automatización Villahermosa",contabilidad,CDMX,,,65,true
PROSP-0040,"Soluciones Tecnológicas CDMX",contabilidad,CDMX,,,65,true
PROSP-0041,"IT Solutions Corporativo",contabilidad,CDMX,,,65,true
PROSP-0042,"Consultores Fiscales CDMX",contabilidad,CDMX,,,65,true
PROSP-0043,"Asesoría de Negocios Morelia",contabilidad,CDMX,,,65,true
PROSP-0044,"Facturación Express",contabilidad,CDMX,,,65,true
PROSP-0045,"Facturación Express Group",contabilidad,CDMX,,,65,true
PROSP-0046,"Desarrollo Organizacional",contabilidad,CDMX,,,65,true
PROSP-0047,"SaaS Total",contabilidad,CDMX,,,65,true
PROSP-0048,"Finanzas Profesional",contabilidad,CDMX,,,65,true
PROSP-0049,"Consultores Express",contabilidad,CDMX,,,65,true
PROSP-0050,"Gestión de Personal Pro",contabilidad,CDMX,,,65,true
PROSP-0051,"Facturación Móvil Solutions",contabilidad,CDMX,,,65,true
PROSP-0052,"Tech Guanajuato",contabilidad,CDMX,,,65,true
PROSP-0053,"Paquetería",contabilidad,CDMX,,,65,true
PROSP-0054,"Despacho de Auditoría Contable Querétaro",contabilidad,CDMX,,,65,true
PROSP-0055,"Advisory CDMX",contabilidad,CDMX,,,65,true
PROSP-0056,"Optimización Querétaro",contabilidad,CDMX,,,65,true
PROSP-0057,"Cobro Group",contabilidad,CDMX,,,65,true
PROSP-0058,"Servicios Contables Monterrey",contabilidad,CDMX,,,65,true
PROSP-0059,"Grupo Contable Group",contabilidad,CDMX,,,65,true
PROSP-0060,"Business Consulting",contabilidad,CDMX,,,65,true
PROSP-0061,"Administración Guadalajara",contabilidad,CDMX,,,65,true
PROSP-0062,"Gestión y Cía",contabilidad,CDMX,,,65,true
PROSP-0063,"Back Office y Socios",contabilidad,CDMX,,,65,true
PROSP-0064,"Consultoría Integral Puebla",contabilidad,CDMX,,,65,true
PROSP-0065,"Firma Contable Querétaro",contabilidad,CDMX,,,65,true
PROSP-0066,"Cobro Digital Pro",contabilidad,CDMX,,,65,true
PROSP-0067,"Consultoría Financiera Premium",contabilidad,CDMX,,,65,true
PROSP-0068,"Facturación Electrónica Corporativo",contabilidad,CDMX,,,65,true
PROSP-0069,"Consultores Fiscales Guadalajara",contabilidad,CDMX,,,65,true
PROSP-0070,"Facturación Automatizada Cancún",contabilidad,CDMX,,,65,true
PROSP-0071,"Business Consulting Pro",contabilidad,CDMX,,,65,true
PROSP-0072,"Data CDMX",contabilidad,CDMX,,,65,true
PROSP-0073,"Data SA de CV",contabilidad,CDMX,,,65,true
PROSP-0074,"Servicios Fiscales Contables SC",contabilidad,CDMX,,,65,true
PROSP-0075,"Finanzas Asociados",contabilidad,CDMX,,,65,true
PROSP-0076,"Fintech y Socios",contabilidad,CDMX,,,65,true
PROSP-0077,"Consultoría Tributaria Monterrey",contabilidad,CDMX,,,65,true
PROSP-0078,"Consultoría Fiscal León",contabilidad,CDMX,,,65,true
PROSP-0079,"Servicios de Contabilidad Premium",contabilidad,Guadalajara,,,60,true
PROSP-0080,"Asesoría Group",contabilidad,Monterrey,,,60,true
PROSP-0081,"Consultoría del Centro",contabilidad,Guadalajara,,,60,true
PROSP-0082,"Auditoría Contable CDMX",contabilidad,Monterrey,,,60,true
PROSP-0083,"Despacho Contable",contabilidad,Monterrey,,,60,true
PROSP-0084,"Gestión Contable Hermanos",contabilidad,Guadalajara,,,60,true
PROSP-0085,"Auditoría Contable Profesional",contabilidad,Monterrey,,,60,true
PROSP-0086,"Factura Fácil",contabilidad,Monterrey,,,60,true
PROSP-0087,"Bufete Contable",contabilidad,Guadalajara,,,60,true
PROSP-0088,"Asesores Contables Group",contabilidad,Monterrey,,,60,true
PROSP-0089,"Facturación en Línea",contabilidad,Monterrey,,,60,true
PROSP-0090,"Control Automático",contabilidad,Monterrey,,,60,true
PROSP-0091,"Consultoría Fiscal Durango",contabilidad,Monterrey,,,60,true
PROSP-0092,"Asesoría Contable Guadalajara",contabilidad,Monterrey,,,60,true
PROSP-0093,"Consultoría CDMX",contabilidad,Monterrey,,,60,true
PROSP-0094,"Servicios Fiscales Contables y Socios",contabilidad,Monterrey,,,60,true
PROSP-0095,"Asesoría MX",contabilidad,Guadalajara,,,60,true
PROSP-0096,"Consultoría Integral Aguascalientes",contabilidad,Monterrey,,,60,true
PROSP-0097,"Digital Pro",contabilidad,Guadalajara,,,60,true
PROSP-0098,"Plataforma de Facturación Guadalajara",contabilidad,Monterrey,,,60,true
PROSP-0099,"Fulfillment del Pacífico",contabilidad,Monterrey,,,60,true
PROSP-0100,"Factura Fácil y Asociados",contabilidad,Monterrey,,,60,true
PROSP-0101,"Auditoría Contable MX",contabilidad,Monterrey,,,60,true
PROSP-0102,"Cobranza San Luis Potosí",contabilidad,Monterrey,,,60,true
PROSP-0103,"Consultoría Tributaria San Luis Potosí",contabilidad,Guadalajara,,,60,true
PROSP-0104,"Tech Solutions CDMX",contabilidad,Monterrey,,,60,true
PROSP-0105,"Asesoría Solutions",contabilidad,Monterrey,,,60,true
PROSP-0106,"Servicios Financieros del Norte",contabilidad,Guadalajara,,,60,true
PROSP-0107,"Asesoría Financiera Contable Group",contabilidad,Guadalajara,,,60,true
PROSP-0108,"Neobanco y Asociados",contabilidad,Monterrey,,,60,true
PROSP-0109,"Plataforma de Facturación Solutions",contabilidad,Monterrey,,,60,true
PROSP-0110,"Innovación Integral",contabilidad,Monterrey,,,60,true
PROSP-0111,"Facturación Móvil y Cía",contabilidad,Monterrey,,,60,true
PROSP-0112,"Recaudación Empresarial",contabilidad,Monterrey,,,60,true
PROSP-0113,"Asesoría Fiscal Integral Profesional",contabilidad,Monterrey,,,60,true
PROSP-0114,"Patrimonial Guadalajara",contabilidad,Monterrey,,,60,true
PROSP-0115,"Firma Consultora Hermanos",contabilidad,Guadalajara,,,60,true
PROSP-0116,"Neobanco Premium",contabilidad,Monterrey,,,60,true
PROSP-0117,"Capital Humano Tuxtla Gutiérrez",contabilidad,Monterrey,,,60,true
PROSP-0118,"Contabilidad Integral Services",contabilidad,Guadalajara,,,60,true
PROSP-0119,"Contadores Públicos Cancún",contabilidad,Monterrey,,,60,true
PROSP-0120,"Capital Puebla",contabilidad,Guadalajara,,,60,true
PROSP-0121,"Innovación Digital y Asociados",contabilidad,Guadalajara,,,60,true
PROSP-0122,"Automatización de Procesos",contabilidad,Guadalajara,,,60,true
PROSP-0123,"Business Consulting y Cía",contabilidad,Guadalajara,,,60,true
PROSP-0124,"Neobanco MX",contabilidad,Monterrey,,,60,true
PROSP-0125,"Control Automático Express",contabilidad,Guadalajara,,,60,true
PROSP-0126,"Contaduría MX",contabilidad,Guadalajara,,,60,true
PROSP-0127,"Consultores Fiscales Total",contabilidad,Guadalajara,,,60,true
PROSP-0128,"Comprobantes Digitales Premium",contabilidad,Guadalajara,,,60,true
PROSP-0129,"Tecnología Aplicada Services",contabilidad,Monterrey,,,60,true
PROSP-0130,"Consultoría Tributaria del Norte",contabilidad,Guadalajara,,,60,true
PROSP-0131,"CFDI Empresarial",contabilidad,Guadalajara,,,60,true
PROSP-0132,"Automatización de Procesos Tuxtla Gutiérrez",contabilidad,Guadalajara,,,60,true
PROSP-0133,"Consultoría Empresarial",fintech,CDMX,,,55,true
PROSP-0134,"Facturación Electrónica CDMX",software,CDMX,,,55,true
PROSP-0135,"Advisory Aguascalientes",software,CDMX,,,55,true
PROSP-0136,"Servicios Contables Plus",fintech,CDMX,,,55,true
PROSP-0137,"Firma Consultora Express",financiero,CDMX,,,55,true
PROSP-0138,"Innovación Digital CDMX",financiero,CDMX,,,55,true
PROSP-0139,"Lending del Bajío",software,CDMX,,,55,true
PROSP-0140,"Estrategia y Cía",financiero,CDMX,,,55,true
PROSP-0141,"Facturación Móvil",software,CDMX,,,55,true
PROSP-0142,"Asesoría Contable Integral",financiero,CDMX,,,55,true
PROSP-0143,"Firma Consultora Torreón",software,CDMX,,,55,true
PROSP-0144,"Transformación",software,CDMX,,,55,true
PROSP-0145,"Asesoría CDMX",fintech,CDMX,,,55,true
PROSP-0146,"Lending Veracruz",fintech,CDMX,,,55,true
PROSP-0147,"Soluciones Empresariales S de RL",software,CDMX,,,55,true
PROSP-0148,"Servicios de Oficina Consulting",software,CDMX,,,55,true
PROSP-0149,"Asesoría Financiera",software,CDMX,,,55,true
PROSP-0150,"Gestoría Fiscal",fintech,CDMX,,,55,true
PROSP-0151,"Factura Fácil CDMX",software,CDMX,,,55,true
PROSP-0152,"eFactura Group",fintech,CDMX,,,55,true
PROSP-0153,"Facturación Inteligente Total",financiero,CDMX,,,55,true
PROSP-0154,"Innovación Digital Monterrey",software,CDMX,,,55,true
PROSP-0155,"Digital Premium",financiero,CDMX,,,55,true
PROSP-0156,"Patrimonial Hermanos",software,CDMX,,,55,true
PROSP-0157,"Cobranza Profesional",software,CDMX,,,55,true
PROSP-0158,"Inteligencia Corporativo",software,CDMX,,,55,true
PROSP-0159,"Talento",fintech,CDMX,,,55,true
PROSP-0160,"Automatización Industrial Empresarial",financiero,CDMX,,,55,true
PROSP-0161,"Asesores Contables Monterrey",financiero,CDMX,,,55,true
PROSP-0162,"Plataforma Digital CDMX",financiero,CDMX,,,55,true
PROSP-0163,"Desarrollo Guadalajara",financiero,CDMX,,,55,true
PROSP-0164,"Headhunting del Norte",software,CDMX,,,55,true
PROSP-0165,"Advisory Querétaro",software,CDMX,,,55,true
PROSP-0166,"Gestión de Personal Puebla",software,CDMX,,,55,true
PROSP-0167,"Automa SC",software,CDMX,,,55,true
PROSP-0168,"Billetera Digital",financiero,CDMX,,,55,true
PROSP-0169,"Software Factory Consulting",fintech,CDMX,,,55,true
PROSP-0170,"Despacho Fiscal Puebla",software,CDMX,,,55,true
PROSP-0171,"Contadores Certificados CDMX",software,CDMX,,,55,true
PROSP-0172,"Facturación Electrónica Guadalajara",software,CDMX,,,55,true
PROSP-0173,"Pagos Digitales Guadalajara",software,CDMX,,,55,true
PROSP-0174,"Consultoría Asociados",software,CDMX,,,55,true
PROSP-0175,"Facturación Ágil Total",software,CDMX,,,55,true
PROSP-0176,"Planeación Financiera Guanajuato",software,CDMX,,,55,true
PROSP-0177,"Tecnología Aplicada Chihuahua",software,CDMX,,,55,true
PROSP-0178,"Tech Monterrey",software,CDMX,,,55,true
PROSP-0179,"Gestión León",software,CDMX,,,55,true
PROSP-0180,"Consultoría Empresarial Solutions",fintech,CDMX,,,55,true
PROSP-0181,"RPA Total",software,CDMX,,,55,true
PROSP-0182,"Compliance Morelia",financiero,CDMX,,,55,true
PROSP-0183,"Factura Fácil Toluca",software,CDMX,,,55,true
PROSP-0184,"Auditoría del Bajío",software,CDMX,,,55,true
PROSP-0185,"Capital Humano Empresarial",software,CDMX,,,55,true
PROSP-0186,"Outsourcing Administrativo",financiero,CDMX,,,55,true
PROSP-0187,"Logística",software,CDMX,,,55,true
PROSP-0188,"Facturación Integral del Norte",software,CDMX,,,55,true
PROSP-0189,"Advisory del Pacífico",fintech,CDMX,,,55,true
PROSP-0190,"Grupo Contable y Asociados",financiero,CDMX,,,55,true
PROSP-0191,"Asesoría Financiera Contable del Pacífico",software,CDMX,,,55,true
PROSP-0192,"Talento Guadalajara",financiero,CDMX,,,55,true
PROSP-0193,"Despacho de Contaduría Hermosillo",software,CDMX,,,55,true
PROSP-0194,"Gestión S de RL",fintech,CDMX,,,55,true
PROSP-0195,"Facturación en la Nube Profesional",financiero,CDMX,,,55,true
PROSP-0196,"Automatización S de RL",software,CDMX,,,55,true
PROSP-0197,"SaaS Aguascalientes",financiero,CDMX,,,55,true
PROSP-0198,"Automa Solutions",financiero,CDMX,,,55,true
PROSP-0199,"Facturación Integral Monterrey",fintech,CDMX,,,55,true
PROSP-0200,"Logística Monterrey",software,CDMX,,,55,true
PROSP-0201,"Gestoría Fiscal Monterrey",software,CDMX,,,55,true
PROSP-0202,"Tech SC",fintech,CDMX,,,55,true
PROSP-0203,"Contaduría León",fintech,Monterrey,,,50,true
PROSP-0204,"Planeación Financiera",financiero,Guadalajara,,,50,true
PROSP-0205,"Firma Contable",financiero,Guadalajara,,,50,true
PROSP-0206,"Asesoría Contable",software,Guadalajara,,,50,true
PROSP-0207,"Asesores Contables Corporativo",software,Guadalajara,,,50,true
PROSP-0208,"Contaduría",software,Monterrey,,,50,true
PROSP-0209,"Consultoría de Negocios Plus",software,Guadalajara,,,50,true
PROSP-0210,"Business Consulting SA de CV",software,Monterrey,,,50,true
PROSP-0211,"Apps Monterrey",software,Monterrey,,,50,true
PROSP-0212,"Bufete Contable Express",software,Monterrey,,,50,true
PROSP-0213,"Factura Fácil Aguascalientes",financiero,Monterrey,,,50,true
PROSP-0214,"Tech Solutions",software,Monterrey,,,50,true
PROSP-0215,"Despacho Contable Monterrey",fintech,Guadalajara,,,50,true
PROSP-0216,"Servicios de Contabilidad Services",software,Monterrey,,,50,true
PROSP-0217,"CFDI CDMX",fintech,Guadalajara,,,50,true
PROSP-0218,"Soluciones Contables Services",software,Monterrey,,,50,true
PROSP-0219,"SaaS Guadalajara",financiero,Monterrey,,,50,true
PROSP-0220,"IT Solutions del Pacífico",financiero,Guadalajara,,,50,true
PROSP-0221,"Servicios de Facturación Services",software,Guadalajara,,,50,true
PROSP-0222,"Facturación Inteligente Profesional",software,Guadalajara,,,50,true
PROSP-0223,"Plataforma de Facturación CDMX",software,Monterrey,,,50,true
PROSP-0224,"Tech Solutions Veracruz",software,Guadalajara,,,50,true
PROSP-0225,"IT Solutions CDMX",fintech,Monterrey,,,50,true
PROSP-0226,"Factura Fácil Monterrey",software,Guadalajara,,,50,true
PROSP-0227,"Firma Consultora y Socios",software,Guadalajara,,,50,true
PROSP-0228,"Facturación en la Nube Master",financiero,Guadalajara,,,50,true
PROSP-0229,"Asesoría Contable Querétaro",software,Guadalajara,,,50,true
PROSP-0230,"Facturación Móvil SA de CV",financiero,Guadalajara,,,50,true
PROSP-0231,"Plataforma de Facturación Chihuahua",software,Monterrey,,,50,true
PROSP-0232,"Timbre Fiscal Express",software,Monterrey,,,50,true
PROSP-0233,"Facturación Electrónica y Cía",financiero,Monterrey,,,50,true
PROSP-0234,"Planeación Financiera Chihuahua",software,Guadalajara,,,50,true
PROSP-0235,"Despacho Fiscal Durango",fintech,Guadalajara,,,50,true
PROSP-0236,"Servicios Contables S de RL",software,Monterrey,,,50,true
PROSP-0237,"Consultores Fiscales Monterrey",software,Guadalajara,,,50,true
PROSP-0238,"Innovación Digital del Golfo",software,Guadalajara,,,50,true
PROSP-0239,"Innovación Aguascalientes",software,Guadalajara,,,50,true
PROSP-0240,"Asesoría Financiera Contable Premium",financiero,Monterrey,,,50,true
PROSP-0241,"Robotics Group",fintech,Monterrey,,,50,true
PROSP-0242,"Auditoría Contable Hermanos",software,Guadalajara,,,50,true
PROSP-0243,"Consultoría de Negocios Oaxaca",software,Monterrey,,,50,true
PROSP-0244,"Facturación en Línea Corporativo",fintech,Guadalajara,,,50,true
PROSP-0245,"Consultoría de Negocios Pro",financiero,Monterrey,,,50,true
PROSP-0246,"Facturación Digital del Bajío",financiero,Guadalajara,,,50,true
PROSP-0247,"Servicios Fiscales Contables Total",software,Guadalajara,,,50,true
PROSP-0248,"Automatización de Procesos Puebla",fintech,Guadalajara,,,50,true
PROSP-0249,"Consultoría de Negocios del Pacífico",software,Monterrey,,,50,true
PROSP-0250,"Auditoría Externa",financiero,Guadalajara,,,50,true
PROSP-0251,"Consultoría Integral Plus",fintech,Monterrey,,,50,true
PROSP-0252,"Facturación Electrónica S de RL",software,Guadalajara,,,50,true
PROSP-0253,"Facturación Móvil MX",software,Guadalajara,,,50,true
PROSP-0254,"Lending Group",financiero,Monterrey,,,50,true
PROSP-0255,"Lending Premium",financiero,Monterrey,,,50,true
PROSP-0256,"Gestión",financiero,Guadalajara,,,50,true
PROSP-0257,"Plataforma Digital Integral",contabilidad,Saltillo,,,40,true
PROSP-0258,"Facturación Automatizada",contabilidad,Querétaro,,,40,true
PROSP-0259,"Desarrollo",contabilidad,Puebla,,,40,true
PROSP-0260,"Consultoría Fiscal Total",contabilidad,San Luis Potosí,,,40,true
PROSP-0261,"Grupo Contable Guadalajara",contabilidad,Mérida,,,40,true
PROSP-0262,"Planeación CDMX",contabilidad,Mérida,,,40,true
PROSP-0263,"Servicios Financieros San Luis Potosí",contabilidad,Querétaro,,,40,true
PROSP-0264,"Smart Automation",contabilidad,Durango,,,40,true
PROSP-0265,"Innovación Digital Guadalajara",contabilidad,Cancún,,,40,true
PROSP-0266,"Comprobantes Digitales",contabilidad,Querétaro,,,40,true
PROSP-0267,"Consultoría Fiscal",contabilidad,Torreón,,,40,true
PROSP-0268,"Nómina",contabilidad,Guanajuato,,,40,true
PROSP-0269,"Cobranza",contabilidad,Morelia,,,40,true
PROSP-0270,"Transformación S de RL",contabilidad,Puebla,,,40,true
PROSP-0271,"Plataforma de Facturación Group",contabilidad,Puebla,,,40,true
PROSP-0272,"Despacho de Contaduría",contabilidad,Hermosillo,,,40,true
PROSP-0273,"Lending",contabilidad,Saltillo,,,40,true
PROSP-0274,"Compliance",contabilidad,Hermosillo,,,40,true
PROSP-0275,"Asesoría Financiera Contable Tijuana",contabilidad,Puebla,,,40,true
PROSP-0276,"Soluciones Empresariales",contabilidad,Puebla,,,40,true
PROSP-0277,"Servicios Contables CDMX",contabilidad,Hermosillo,,,40,true
PROSP-0278,"Software Development del Golfo",contabilidad,Guanajuato,,,40,true
PROSP-0279,"Gestión Mérida",contabilidad,Puebla,,,40,true
PROSP-0280,"Patrimonial Veracruz",contabilidad,Veracruz,,,40,true
PROSP-0281,"Contadores Públicos S de RL",contabilidad,Puebla,,,40,true
PROSP-0282,"Servicios de Oficina Chihuahua",contabilidad,Puebla,,,40,true
PROSP-0283,"Apps",contabilidad,Toluca,,,40,true
PROSP-0284,"Dev",contabilidad,Hermosillo,,,40,true
PROSP-0285,"Soluciones Contables CDMX",contabilidad,Puebla,,,40,true
PROSP-0286,"Factura Fácil del Centro",contabilidad,León,,,40,true
PROSP-0287,"Software Monterrey",contabilidad,Querétaro,,,40,true
PROSP-0288,"Soluciones Contables Premium",contabilidad,Cancún,,,40,true
PROSP-0289,"Asesoría Financiera Contable del Centro",contabilidad,León,,,40,true
PROSP-0290,"Contaduría Guadalajara",contabilidad,Mérida,,,40,true
PROSP-0291,"Factura Fácil Chihuahua",contabilidad,San Luis Potosí,,,40,true
PROSP-0292,"Auditoría Interna",contabilidad,Toluca,,,40,true
PROSP-0293,"Gestión Administrativa del Golfo",contabilidad,Puebla,,,40,true
PROSP-0294,"Planeación Financiera y Cía",contabilidad,San Luis Potosí,,,40,true
PROSP-0295,"Soluciones de Pago del Golfo",contabilidad,Saltillo,,,40,true
PROSP-0296,"Desarrollo y Socios",contabilidad,Querétaro,,,40,true
PROSP-0297,"Soluciones Tecnológicas Pro",contabilidad,Mérida,,,40,true
PROSP-0298,"RH Solutions",contabilidad,Saltillo,,,40,true
PROSP-0299,"Soluciones de Pago Chihuahua",contabilidad,Chihuahua,,,40,true
PROSP-0300,"Contabilidad Integral del Bajío",contabilidad,Guanajuato,,,40,true
PROSP-0301,"Gestoría Fiscal Guadalajara",contabilidad,Cancún,,,40,true
PROSP-0302,"Lending Guadalajara",contabilidad,Mérida,,,40,true
PROSP-0303,"Servicios Financieros Services",contabilidad,Puebla,,,40,true
PROSP-0304,"Soluciones Financieras Oaxaca",contabilidad,Tuxtla Gutiérrez,,,40,true
PROSP-0305,"People",contabilidad,Chihuahua,,,40,true
PROSP-0306,"Desarrollo Organizacional y Asociados",contabilidad,Querétaro,,,40,true
PROSP-0307,"Soluciones Contables Solutions",contabilidad,Tijuana,,,40,true
PROSP-0308,"Gestión de Cobranza",contabilidad,Hermosillo,,,40,true
PROSP-0309,"Timbre Fiscal Solutions",contabilidad,Mérida,,,40,true
PROSP-0310,"Recuperación del Pacífico",contabilidad,Hermosillo,,,40,true
PROSP-0311,"Inteligencia",contabilidad,Querétaro,,,40,true
PROSP-0312,"Tech Hermosillo",contabilidad,Puebla,,,40,true
PROSP-0313,"CFDI Veracruz",contabilidad,Puebla,,,40,true
PROSP-0314,"Facturación en la Nube Corporativo",contabilidad,Toluca,,,40,true
PROSP-0315,"Bufete Contable Services",contabilidad,Tuxtla Gutiérrez,,,40,true
PROSP-0316,"Servicios de Contabilidad Hermosillo",contabilidad,Querétaro,,,40,true
PROSP-0317,"Asesores Contables del Golfo",contabilidad,León,,,40,true
PROSP-0318,"Back Office",contabilidad,Durango,,,40,true
PROSP-0319,"Bufete Contable Integral",contabilidad,Morelia,,,40,true
PROSP-0320,"Finanzas Puebla",contabilidad,Puebla,,,40,true
PROSP-0321,"Process Automation",contabilidad,Querétaro,,,40,true
PROSP-0322,"Gestión Financiera Empresarial",contabilidad,Toluca,,,40,true
PROSP-0323,"Consultoría",contabilidad,Morelia,,,40,true
PROSP-0324,"Facturación en la Nube Asociados",contabilidad,Puebla,,,40,true
PROSP-0325,"Firma Consultora CDMX",contabilidad,Puebla,,,40,true
PROSP-0326,"Asesoría Financiera Contable Solutions",contabilidad,Chihuahua,,,40,true
PROSP-0327,"Capital",contabilidad,Puebla,,,40,true
PROSP-0328,"Despacho de Contaduría CDMX",contabilidad,Guanajuato,,,40,true
PROSP-0329,"Timbre Fiscal San Luis Potosí",contabilidad,Mérida,,,40,true
PROSP-0330,"Billetera Digital Empresarial",contabilidad,Cancún,,,40,true
PROSP-0331,"Facturación Integral del Bajío",contabilidad,Guanajuato,,,40,true
PROSP-0332,"Innovación Digital Pro",contabilidad,Chihuahua,,,40,true
PROSP-0333,"CFDI",contabilidad,San Luis Potosí,,,40,true
PROSP-0334,"RH",contabilidad,San Luis Potosí,,,40,true
PROSP-0335,"eFactura del Golfo",contabilidad,Querétaro,,,40,true
PROSP-0336,"Gestoría Fiscal Pro",contabilidad,Saltillo,,,40,true
PROSP-0337,"Asesoría Financiera Contable y Asociados",contabilidad,Tijuana,,,40,true
PROSP-0338,"Servicios Fiscales Contables Empresarial",contabilidad,Toluca,,,40,true
PROSP-0339,"Contabilidad Integral del Golfo",contabilidad,Villahermosa,,,40,true
PROSP-0340,"Servicios Administrativos Guadalajara",contabilidad,Cancún,,,40,true
PROSP-0341,"Advisory Guadalajara",contabilidad,Culiacán,,,40,true
PROSP-0342,"eFactura y Socios",contabilidad,Puebla,,,40,true
PROSP-0343,"Control Automático Morelia",contabilidad,León,,,40,true
PROSP-0344,"Cobranza Especializada CDMX",contabilidad,Mérida,,,40,true
PROSP-0345,"Factura Fácil S de RL",contabilidad,Durango,,,40,true
PROSP-0346,"Facturación Automatizada S de RL",contabilidad,Querétaro,,,40,true
PROSP-0347,"Facturación Inteligente del Norte",contabilidad,Hermosillo,,,40,true
PROSP-0348,"Despacho Contable Guadalajara",contabilidad,Veracruz,,,40,true
PROSP-0349,"Comprobantes Digitales Guadalajara",contabilidad,Saltillo,,,40,true
PROSP-0350,"Back Office CDMX",contabilidad,Chihuahua,,,40,true
PROSP-0351,"Digital Group",contabilidad,Hermosillo,,,40,true
PROSP-0352,"Capital Humano",contabilidad,Mérida,,,40,true
PROSP-0353,"Consultoría Empresarial Saltillo",contabilidad,Querétaro,,,40,true
PROSP-0354,"Gestoría Fiscal Puebla",contabilidad,San Luis Potosí,,,40,true
PROSP-0355,"Timbre Fiscal Puebla",contabilidad,Guanajuato,,,40,true
PROSP-0356,"Code Chihuahua",contabilidad,León,,,40,true
PROSP-0357,"eFactura del Bajío",contabilidad,Mérida,,,40,true
PROSP-0358,"Consultores Fiscales del Bajío",contabilidad,Puebla,,,40,true
PROSP-0359,"Smart Automation S de RL",contabilidad,Puebla,,,40,true
PROSP-0360,"Facturación Electrónica Consulting",contabilidad,Veracruz,,,40,true
PROSP-0361,"Plataforma Digital del Golfo",contabilidad,León,,,40,true
PROSP-0362,"Facturación en la Nube Solutions",contabilidad,León,,,40,true
PROSP-0363,"Neobanco",contabilidad,Chihuahua,,,40,true
PROSP-0364,"Process Automation Total",contabilidad,Aguascalientes,,,40,true
PROSP-0365,"Tecnología Aplicada y Cía",contabilidad,Tuxtla Gutiérrez,,,40,true
PROSP-0366,"Automatización de Procesos Consulting",contabilidad,Durango,,,40,true
PROSP-0367,"Desarrollo Chihuahua",contabilidad,Mérida,,,40,true
PROSP-0368,"Business Consulting Monterrey",contabilidad,San Luis Potosí,,,40,true
PROSP-0369,"Digital del Pacífico",contabilidad,Tijuana,,,40,true
PROSP-0370,"IT Solutions",contabilidad,Tijuana,,,40,true
PROSP-0371,"Optimización Chihuahua",contabilidad,Hermosillo,,,40,true
PROSP-0372,"Facturación Móvil Pro",contabilidad,San Luis Potosí,,,40,true
PROSP-0373,"Optimización Saltillo",contabilidad,Aguascalientes,,,40,true
PROSP-0374,"Soluciones Financieras León",contabilidad,Tijuana,,,40,true
